,review,label,clean
36049,"barang bagus sesuai pesanan , nyampai super cepat ...joss smoga makin sukses lazada",Extremely Positive,barang bagus sesuai pesan nyampai super cepat jos semoga sukses lazada
72204,otg bisa berfungsi dengan biasanya dan sip,Extremely Positive,otg fungsi sip
46860,pengiriman cepat..barang sesuai. smoga awet,Extremely Positive,kirim cepat barang sesuai semoga awet
26936,bungkus nya rapi. barang berfungsi dngn baik. datang tepat waktu.,Extremely Positive,bungkus nya rapi barang fungsi dengan
56691,"barang bagus , pengiriman juga bagus",Extremely Positive,barang bagus kirim bagus
1251,"Pengiriman cepat, kondisi barang baguuuuuus, packing rapi, masih di segel, recomended sekaliiiiii",Extremely Positive,kirim cepat kondisi barang bagus packing rapi segel recomended
30807,Top keren happy shopping,Extremely Positive,top keren hapy shoping
38236,mantapp pokoknya,Extremely Positive,mantap pokok
42817,"Packing nya mantul sangat,dobel2 masih di packing kayu pula.. ,udah dicoba dan lancar jaya,",Extremely Positive,packing nya mantul dobel packing kayu sudah coba lancar jaya
22900,"barang origanal 100%,pengiriman cepat,kurir ramah dan baik",Extremely Positive,barang origanal kirim cepat kurir ramah
65229,terima kasih  lazada paket nya sudah sampai  sesui pesan dan tepat waktu,Extremely Positive,terima kasih lazada paket nya sesui pesan
35418,Keren!!! Cuma kok 12-12 ga beda harganya ya sama setelah 12-12. bedanya ada hadiah aja.,Extremely Positive,keren tidak beda harga iya beda hadiah saja
50943,"MOHON MAAF KEPADA PIHAK LAZADA TERKAIT KARTU VIP CARDNYA SUDAH KETEMU, TERNYATA DI  MASUKAN KEDALAM AMPLOP DAN TERTEMPEL DI SAMPING DUSNYA TV LAYAR BAGUS TERANG DAN JERNIH SUARA BAGUS HANYA SAJA CUMA ADA  CROMECAST TANPA ADA FITUR MIRACAST TIDAJ ADA PENGATURAN BRIGNES UNTUK SAAT POSISI DI LAYAR MENU ANDROIDNYA , TAPI KALO DI BAGIAN TV DN FILM BRIGNEST BARU BISA MAIN , REMOTE SENSIR NYA KURANG BAIK RESPON REMOT SELAW RESPON  yuk gabung di fb group coocaa smart tv 40s5g",Extremely Positive,mohon maaf lazada kait kartu vip cardnya ketemu masuk dalam amplop tempel samping dus televisi layar bagus terang jernih suara bagus cromecast fitur miracast tidaj atur brignes saat posisi layar menu androidnya kalau televisi dan film brignest main remote sensir nya respon remot santai respon yuk gabung fb group coca smart televisi sg
18587,alhamdulillah mantab,Extremely Positive,alhamdulillah mantap
23037,"Pengiriman cepat, mudah2an barangnya awet",Extremely Positive,kirim cepat mudah barang awet
33290,"Barang tepat waktu,  spec sesuai yg digambarkan. Waktu dipakai getarannya juga halus. Dan bonus covernya cantik.",Extremely Positive,barang spec sesuai yang gambar pakai getaranya halus bonus covernya cantik
46909,"pengiram cepat, ramah&aman tanpa cacat, barang mantul (mantap betul) semoga awet. mksh lazada& jne",Extremely Positive,iram cepat ramahaman cacat barang mantul mantap moga awet terimakasih lazada jne
60336,"Dtgnya cpt..tv nya ok, 🤲Bismillah moga Awet🤲 Mksh Lazada & Ichiko🙏",Extremely Positive,dtgnya cepat televisi nya oke bismilah moga awet terimakasih lazada ichiko
77085,Barang lebih cepat dari perkiraan estimasi,Extremely Positive,barang cepat kir estimasi
56453,pengiriman super cepat,Extremely Positive,kirim super cepat
42742,"gambarnya bagus banget, suara dari tv tersebut lumayan, cuma sayang remot tv nya terlalu simpel, jadi harus beli keyboard wireless dulu biar cepet kalo mau searching apa apa tapi overall mantap poll deh terima kasih xiaomi dan lazada 👍",Extremely Positive,gambar bagus banget suara televisi lumayan sayang remot televisi nya simpel beli keyboard wireles biar cepat kalau searching overal mantap pol deh terima kasih xiaomi lazada
65618,manstaaapp,Extremely Positive,manstap
43941,barangnya bagus... good... thank you lazada,Extremely Positive,barang bagus god thank kamu lazada
16004,"Baru sekali belanja di Lazada, led tv. Tapi puas banget. Packing aman dan bagus, barang datang lebih awal 1 hari. Tv sudah dicoba ternyata menakjubkan, enak di mata gambarnya. Murah lagi... Keren deh... Terima kasih Lazada & Jne",Extremely Positive,belanja lazada led televisi puas banget packing aman bagus barang televisi coba takjub enak mata gambar murah keren deh terima kasih lazada jne
33984,diterima dengan selamat.... maaf baru sempat kasih ulasan. sudah di coba berfungsi sempurna. dan spesifikasi sesuai deskripsi... produk sesuai packing sempurna... di kasih bonus flash disk...terima kasih banyak seller.... 🙏🙏🙏,Extremely Positive,terima selamat maaf kasih ulas coba fungsi sempurna spesifikasi sesuai deskripsi produk sesuai packing sempurna kasih bonus flash disk terima kasih seler
45537,"barang bagus, harga murah tp kualitas mahalan, desain oke,suara mantap,pokoknya puas deh sama barangnya.👍👍👍",Extremely Positive,barang bagus harga murah tetapi kualitas mahal desain oke suara mantap pokok puas deh barang
31407,ok deh,Extremely Positive,oke deh
51053,Barang diterima dalam kondisi baik dan cepat. Produk berfungsi dgn baik tanpa kekurangan sejauh ini. semoga awet.,Extremely Positive,barang terima kondisi cepat produk fungsi dengan kurang moga awet
42886,"barang cepat sampai, walau cuma dibungkus dengan bubble wrap. saat dicoba jg oke.. layak lah dengan harga segitu...",Extremely Positive,barang cepat bungkus buble wrap saat coba juga oke layak harga segitu
46465,mantap TV nya sampai dengan selamat ... dpt harga 4 jt dengan fitur lengkap UHD TV plud Android ... dpr free game stick juga ..  keren ....,Extremely Positive,mantap televisi nya selamat dapat harga juta fitur lengkap uhd televisi plud android dpr fre game stick keren
34355,okee mantap punya..,Extremely Positive,oke mantap
31764,"barang bagus, respon cepat",Extremely Positive,barang bagus respon cepat
3394,Produk bagus dan berfungsi dengan baik..,Extremely Positive,produk bagus fungsi
51321,"nice produk, belum coba semuanya sih, tapi dicoba utk play youtube dan mirroring pake HP Oppo oke oke aja",Extremely Positive,nice produk coba sih coba untuk play youtube miroring pakai hp apa oke oke saja
45437,Pengiriman 3 hari ke bdg.. Barang sesuai.. Barang mulus tak ada sedikitpun cacat.. Tv ya mantap... Mun cek rang bandung mah sae pisan... Mudah mudahan awet... Makasih lazada... Ninja expres,Extremely Positive,kirim bandung barang sesuai barang mulus sedikit cacat televisi iya mantap mun cek rang bandung mah sae damai mudah mudah awet terimakasih lazada ninja expres
21512,barang sesuai pesanan dan pengiriman sangat cepat,Extremely Positive,barang sesuai pesan kirim cepat
41319,"pesan rabu pagi, terima kamis siang. pengiriman cepat & rapi. barangnya bagus. ngga nyesel deh.",Extremely Positive,pesan rabu pagi terima kamis siang kirim cepat rapi barang bagus tidak menyesal deh
1809,"barang sesuai. dikemas rapih tpi cuma 28,6gb",Extremely Positive,barang sesuai kemas rapi tapi gb
17400,barang baik. sudah terinstal windows 10 basic. pengiriman sedikit lebih lambat. overall work it laah,Extremely Positive,barang terinstal windows basic kirim lambat overal bekerja itu
15094,dibeli untuk menggantikan tv LG yang ga mau nyala lagi. daya tangkap signal tv sharp ternyata memang lebih kuat. sangat berguna bagi saya yang tinggal di daerah yang kurang sinyal. Beruntung saya pilih  TV ini. Terimakasih lazada yang udah kasi harga murah dan bisa nyicil 12 kali bunga 0%,Extremely Positive,beli anti televisi lagi tidak nyala daya tangkap sinyal televisi sharp kuat guna tinggal daerah sinyal untung pilih televisi terimakasih lazada sudah kasih harga murah mencicil kali bunga
57738,"Pengiriman Cepat, barang bagus, kecepatan transfer file juga lumayan.",Extremely Positive,kirim cepat barang bagus cepat transfer file lumayan
52270,Very Very High Quality,Extremely Positive,very very high kualitas
34110,sejauh ini masih baik2 saja,Extremely Positive,
33203,"pengiriman cepat, packing rapat dan aman. barang kinclong !",Extremely Positive,kirim cepat packing rapat aman barang kinclong
56527,barang palsu dan rusak,Extremely Positive,barang palsu rusak
21241,"Bagus barang ori , dan kualitas bagus , memorynyaa bener"" 32 gb. Next order disini lagi kalo sudah full . Jangan ragu deh beli barang yg ini karna ori ,",Extremely Positive,bagus barang original kualitas bagus memorynya benar gb lanjut order kalau ful ragu deh beli barang yang karena original
39040,"Alhamdulillah paketnya sudah diterima , semoga produknya bisa berfungsi dengan baik..",Extremely Positive,alhamdulillah paket terima moga produk fungsi
11894,Barang cepat sampai..! Produk TOP Markotov.. trims,Extremely Positive,barang cepat produk top markotov terima kasih
43749,"meskipun terlambat 1 hari dari jadwal estmasi penerimaan, tetapi puas banget dengan TV nya dan cara pengemasannya benar2 mantab dengan packing kayu+plastik bubble. Dapat hrg wkt flash sale juga, terima kasih Coocaa dan Lazada. TV nya mantab warna bagus, suaranya sayang msh mono, jack input lengkap bahkan ada jack buat PC",Extremely Positive,lambat jadwal estmasi rim puas banget televisi nya masa mantap packing kayuplastik buble harga waktu flash sale terima kasih coca lazada televisi nya mantap warna bagus suara sayang masih mono jack input lengkap jack pc
17337,"Kemarin beli Laptop ini saat Harbolnas. Cek sana sini, rata2 harganya 3,2jutaan paling murah (Itu juga masih belum sama ongkir). Eh di Lazada cuma Rp.3.099.000, murah gan. Udah gitu aja? Ngga bro, masih ada Diskon tambahan 7% karna Harbolnas, jadi harganya cuma Rp.2.949.000. Udah gitu aja? Ngga bro, masih ada Bonus Tas Swiss Gear SA7660 seharga Rp.276.000, padahal udah dapet Tas bawaan Asus. Udah gitu aja? Masih ada lagi, Free Ongkir sodara2, dan cepet banget sampenya. Pesan sore, besok siangnya udah sampe. Puas pake banget gan.",Extremely Positive,kemarin beli laptop saat harbolnas cek harga jutan murah ongkos kirim eh lazada rupiah murah juragan sudah begitu saja tidak saudara laki-laki diskon tambah karena harbolnas harga rupiah sudah begitu saja tidak saudara laki-laki bonus tas swis gear sa harga rupiah sudah dapat tas bawan asus sudah begitu saja fre ongkos kirim saudara cepat banget sampenya pesan sore besok siang sudah sampai puas pakai banget juragan
34326,"luar biasa ini barang, sangat bermanfaat apalagi pemakaian di mobil, sampai skarang masih berfungsi dgn baik...",Extremely Positive,barang bermanfat pakai mobil sekarang fungsi dengan
15215,"ga nyesel beli d lazada,murah,cepet n ramah kurirnya",Extremely Positive,tidak menyesal beli ada lazada murah cepat dan ramah kurir
17952,"PRODUK TERBAIK,HARGA EKONOMIS,UNTUK INSTAL PUN HASILNYA MANIS,JANGAN LUPA UNTUK PESANAN SELANJUTNYA HARGANYA DI MANISKAN LAGI YAH..? BIAR JUALANNYA MAKIN LARIS MANIS, TERIMA KASIH UNTUK PENJUAL & LAZADANYA..",Extremely Positive,produk baik harga ekonomis instal hasil manis lupa pesan harga manis iya biar jualanya laris manis terima kasih jual lazadanya
61422,"Kelebihan : tipis, build quality top lenovo warna hitam dove keren, layar IPS, SSD, core i5 sdh 8th gen, fingerprint, dpt geforce mx130 pula, paling worth it untuk kelas 2in1 yg bs lumayan gaming 👍, dpt pas hrg promo pula. Kekurangan : agak berat ternyata untuk 1,7kg klo dipegang2 mode tablet",Extremely Positive,lebih tipis build kualitas top lenovo warna hitam dove keren layar ips sd core i sudah tahun gen fingerprint dapat geforce mx worth itu kelas ini yang bisa lumayan gaming dapat pas harga promo kurang berat kg kalau pegang mode tablet
76918,jangan ragu beli,Extremely Positive,ragu beli
78881,barangnya bagus and diterima dg baik,Extremely Positive,barang bagus and terima dengan
55030,pengiriman baik.. packing rapi .. barang ok... mantap,Extremely Positive,kirim packing rapi barang oke mantap
1654,terima kasih Kenkez dan Lazada,Extremely Positive,terima kasih kenkez lazada
2521,"oke, pengiriman cepat, bungkus rapi, kurir sabar dan ramah, hanya setelah di uji coba kecepatan tidak sesuai dg deskripsi, sama seperti menggunakan flaschdisc 4GB, Kecepatan Rata2 15-20MB/secon",Extremely Positive,oke kirim cepat bungkus rapi kurir sabar ramah uji coba cepat sesuai dengan deskripsi menggunakan flaschdisc gb cepat mbsecon
76265,"awal2 coba hardisk ini speed nya cuman berkisar di 15 mb kebawah, tapi setelah dipakai berkali kali normal sampai 100mbps tranfer datanya. 4 tb berguna banget buat nyimpen koleksi data, dapet diskon lumayan juga di ultah lazada, jadi lebih murah belinya :) Seller ok Pengiriman cepat Gak masalah dengan produk dan seller pokonya mantap",Extremely Positive,coba hardisk sped nya cuma kisar mbak bawah pakai kali kali normal mbps tranfer data tb guna banget menyimpan koleksi data dapat diskon lumayan ulang tahun lazada murah beli seler oke kirim cepat tidak produk seler pokok mantap
50691,"Bagus barangnya aman tidak ada kendala , semoga awetttt..",Extremely Positive,bagus barang aman kendala moga awet
59631,kartu garansinya kok gak ada ya,Extremely Positive,kartu garansi tidak iya
28454,okeh,Extremely Positive,oke
18107,"Pengiriman cepat banget..  1hari sampai.. packing rapi..  Pengirim ramah.. Pokonya LAZADA NO 1 ONLINE SHOP di Indonesia,:",Extremely Positive,kirim cepat banget packing rapi kirim ramah pokok lazada nomor online shop indonesia
28347,"Barang sdh sampai dg selamat, Paket cukup Rapi, barang Mulus...",Extremely Positive,barang sudah dengan selamat paket rapi barang mulus
8395,"barang sudah sampai, dan tidak bisa di gunakan, sungguh kecewa mau refund pasti ribet",Extremely Positive,barang sungguh kecewa refund ribet
23587,barangnya bagus good kale,Extremely Positive,barang bagus god kali
28035,Sudah ratusan saya jual. Orico. Good,Extremely Positive,ratus jual orico god
66155,udah datang barangnya gan terima kasih,Extremely Positive,sudah barang juragan terima kasih
30440,"Puas..barang sesuai deskripsi,...pengiriman cepat... mantab... sering2 promo ya bos",Extremely Positive,puas barang sesuai deskripsi kirim cepat mantap promo iya bos
71561,Good quality dan design. Cuma agak licin,Extremely Positive,god kualitas design licin
36114,tks gan..paket sudah datang..pengiriman cepat hanya selang 1hri sudah sampai..berfungsi dengan baik,Extremely Positive,terimakasih juragan paket kirim cepat selang hari fungsi
35251,Barang sesuai  Pengemasan rapih,Extremely Positive,barang sesuai emas rapi
1850,bisa d pakai,Extremely Positive,ada pakai
81675,"Barang bagus, packing rapi",Extremely Positive,barang bagus packing rapi
46847,barang sesuaai pesanan mulus amaan,Extremely Positive,barang sesuai pesan mulus aman
70744,Nice original product with great price.,Extremely Positive,nice original produk with great harga
28463,barang bagus.sesuai,Extremely Positive,barang bagus sesuai
